コード,銘柄名,業種,市場,株式種類,新NISA成長投資枠
MANH,マンハッタン　アソシエイツ,サービス業,NASDAQ,普通株式,〇
MANU,マンチェスター　ユナイテッド,サービス業,NYSE,普通株式,〇
MAR,マリオット　インターナショナル　Ａ,サービス業,NASDAQ,普通株式,〇
MARA,マラ　ホールディングス,サービス業,NASDAQ,普通株式,〇
MARM,ＦＴ　Ｖｅｓｔ　米国株　マックス　バッファー　ＥＴＦ－３月,その他,CBOE,ETF,
MAS,マスコ,金属製品,NYSE,普通株式,〇
MASI,マシモ,精密機器,NASDAQ,普通株式,〇
MASS,９０８　デバイスシズ,精密機器,NASDAQ,普通株式,〇
MAT,マテル,その他製品,NASDAQ,普通株式,〇
MATH,メタルファ　テクノロジー　ホールディング,証券、商品先物取引業,NASDAQ,普通株式,〇
MATV,マティヴ　ホールディングス,パルプ・紙,NYSE,普通株式,〇
MATW,マシューズ　インターナショナル,非鉄金属,NASDAQ,普通株式,〇
MATX,マトソン,海運業,NYSE,普通株式,〇
MAX,メディアアルファ,保険業,NYSE,普通株式,〇
MAXN,マクセオン　ソーラー　テクノロジーズ,精密機器,NASDAQ,普通株式,〇
MAYS,ＪＷ　メイズ,不動産業,NASDAQ,普通株式,〇
MB,マスタービーフ・グループ,小売業,NASDAQ,普通株式,〇
MBB,ｉシェアーズ　米国ＭＢＳ　ＥＴＦ,その他,NASDAQ,ETF,
MBC,マスターブランド,その他製品,NYSE,普通株式,〇
MBI,ＭＢＩＡ,保険業,NYSE,普通株式,〇
MBIN,マーチャンツ　バンコープ,銀行業,NASDAQ,普通株式,〇
MBIO,ムスタング　バイオ,医薬品,NASDAQ,普通株式,〇
MBLY,モービルアイ　グローバル,サービス業,NASDAQ,普通株式,〇
MBOT,マイクロボット　メディカル,医薬品,NASDAQ,普通株式,〇
MBRX,モレキュリン　バイオテック,医薬品,NASDAQ,普通株式,〇
MBUU,マリブ　ボーツ,輸送用機器,NASDAQ,普通株式,〇
MBWM,マーカンタイル　バンク,銀行業,NASDAQ,普通株式,〇
MBX,ＭＢＸ　バイオサイエンシズ,医薬品,NASDAQ,普通株式,〇
MC,モーリス,証券、商品先物取引業,NYSE,普通株式,〇
MCB,メトロポリタン　バンク　ホールディング,銀行業,NYSE,普通株式,〇
MCBS,メトロシティ　バンクシェアズ,銀行業,NASDAQ,普通株式,〇
MCD,マクドナルド,小売業,NYSE,普通株式,〇
MCFT,マスタークラフト　ボート　ホールディングス,輸送用機器,NASDAQ,普通株式,〇
MCHB,メカニクス　バンコープ,銀行業,NASDAQ,普通株式,〇
MCHP,マイクロチップ　テクノロジー,精密機器,NASDAQ,普通株式,〇
MCHX,マーチェックス,サービス業,NASDAQ,普通株式,〇
MCK,マケッソン,卸売業,NYSE,普通株式,〇
MCO,ムーディーズ,サービス業,NYSE,普通株式,〇
MCRB,セレス　セラピューティックス,医薬品,NASDAQ,普通株式,〇
MCRI,モナーク　カジノ　＆　リゾート,サービス業,NASDAQ,普通株式,〇
MCS,マーカス,サービス業,NYSE,普通株式,〇
MCW,ミスター　カー　ウォッシュ,サービス業,NASDAQ,普通株式,〇
MCY,マーキュリー　ゼネラル,保険業,NYSE,普通株式,〇
MD,ペディアトリクス　メディカル　グループ,サービス業,NYSE,普通株式,〇
MDAI,スペクトラルＡＩ,精密機器,NASDAQ,普通株式,〇
MDB,モンゴＤＢ,サービス業,NASDAQ,普通株式,〇
MDGL,マドリガル　ファーマシューティカルズ,医薬品,NASDAQ,普通株式,〇
MDIA,メディアコ　ホールディング,情報・通信業,NASDAQ,普通株式,〇
MDLN,メドライン,医薬品,NASDAQ,普通株式,〇
MDLZ,モンダリーズ　インターナショナル,食料品,NASDAQ,普通株式,〇
MDT,メドトロニック,精密機器,NYSE,普通株式,〇
MDU,ＭＤＵ　リソーシズ　グループ,鉱業,NYSE,普通株式,〇
MDWD,メディウーンド,医薬品,NASDAQ,普通株式,〇
MDXG,マイメディックス　グループ,精密機器,NASDAQ,普通株式,〇
MDXH,ＭＤｘヘルス,サービス業,NASDAQ,普通株式,〇
MEC,メイビル　エンジニアリング,金属製品,NYSE,普通株式,〇
MED,メディファスト,食料品,NYSE,普通株式,〇
MEDP,メッドペース　ホールディングス,サービス業,NASDAQ,普通株式,〇
MEG,モントローズ　エンバイロメンタル　グループ,サービス業,NYSE,普通株式,〇
MEGL,マジックエンパイアグローバル,その他金融業,NASDAQ,普通株式,〇
MEI,メソッド　エレクトロニクス,精密機器,NYSE,普通株式,〇
MELI,メルカドリブレ,サービス業,NASDAQ,普通株式,〇
MENS,ジョン・バイオテック,医薬品,NASDAQ,普通株式,〇
MEOH,メタネックス,化学,NASDAQ,普通株式,〇
MERC,マーサー　インターナショナル,パルプ・紙,NASDAQ,普通株式,〇
MESO,メゾブラストＡＤＲ,医薬品,NASDAQ,ADR,〇
MET,メットライフ,保険業,NYSE,普通株式,〇
META,メタ　プラットフォームズ,サービス業,NASDAQ,普通株式,〇
METC,ラマコ　リソーシズ,鉱業,NASDAQ,普通株式,〇
METCB,ラマコリソーシズＢ,鉱業,NASDAQ,普通株式,〇
METD,Ｄｉｒｅｘｉｏｎ　デイリー　ＭＥＴＡ　ベア１倍　ＥＴＦ,その他,NASDAQ,ETF,
METU,Ｄｉｒｅｘｉｏｎ　デイリー　ＭＥＴＡ　ブル２倍　ＥＴＦ,その他,NASDAQ,ETF,
MFC,マニュライフ　ファイナンシャル,保険業,NYSE,普通株式,〇
MFIC,ミッドキャップ　ファイナンシャル　インベストメント,証券、商品先物取引業,NASDAQ,普通株式,〇
MFIN,メダリオン　ファイナンシャル,その他金融業,NASDAQ,普通株式,〇
MG,ミストラス　グループ,サービス業,NYSE,普通株式,〇
MGA,マグナ　インターナショナル,輸送用機器,NYSE,普通株式,〇
MGC,バンガード　米国メガキャップ　ＥＴＦ,その他,NYSE_ARCA,ETF,〇
MGEE,ＭＧＥ　エナジー,電気・ガス業,NASDAQ,普通株式,〇
MGIH,ミレニアム　グループ　インターナショナル　ホールディングス,その他製品,NASDAQ,普通株式,〇
MGK,バンガード　米国メガキャップ　グロース　ＥＴＦ,その他,NYSE_ARCA,ETF,〇
MGLD,マリーゴールド　カンパニーズ,その他金融業,AMEX,普通株式,〇
MGM,ＭＧＭリゾーツ　インターナショナル,サービス業,NYSE,普通株式,〇
MGNI,マグナイト,サービス業,NASDAQ,普通株式,〇
MGNX,マクロジェニクス,医薬品,NASDAQ,普通株式,〇
MGOV,ファーストトラスト　中期政府債　オポチュニティーズＥＴＦ,その他,NYSE_ARCA,ETF,〇
MGPI,ＭＧＰ　イングリディエンツ,卸売業,NASDAQ,普通株式,〇
MGRC,マグラス　レントコープ,サービス業,NASDAQ,普通株式,〇
MGRT,メガ・フォーチュン,情報・通信業,NASDAQ,普通株式,〇
MGRX,マンゴーシューティカルズ,サービス業,NASDAQ,普通株式,〇
MGTX,メイラＧＴｘ　ホールディングス,医薬品,NASDAQ,普通株式,〇
MGV,バンガード　米国メガキャップ　バリュー　ＥＴＦ,その他,NYSE_ARCA,ETF,〇
MGX,メタゲノミ　セラピューティクス,医薬品,NASDAQ,普通株式,〇
MGY,マグノリア　オイル　＆　ガス,鉱業,NYSE,普通株式,〇
MGYR,マジャール　バンコープ,銀行業,NASDAQ,普通株式,〇
MH,マグロウヒル,情報・通信業,NYSE,普通株式,〇
MHH,マステック　デジタル,サービス業,AMEX,普通株式,〇
MHK,モホーク　インダストリーズ,繊維製品,NYSE,普通株式,〇
MHO,Ｍ／Ｉ　ホームズ,建設業,NYSE,普通株式,〇
MI,ＮＦＴ,その他金融業,AMEX,普通株式,〇
MIAX,マイアミ・インターナショナル・ホールディングス,証券、商品先物取引業,NYSE,普通株式,〇
MICC,マグナムアイスクリームカンパニー,食料品,NYSE,普通株式,〇
MIDD,ミドルバイ,機械,NASDAQ,普通株式,〇
MIGI,ビッグ　デジタル　エナジー,その他金融業,NASDAQ,普通株式,〇
MILN,グローバルＸ　ミレニアル　消費者　ＥＴＦ,その他,NASDAQ,ETF,〇
MIND,マインド　テクノロジー,精密機器,NASDAQ,普通株式,〇
MIR,ミリオン　テクノロジーズ,精密機器,NYSE,普通株式,〇
MIRA,ミラ　ファーマシューティカルズ,医薬品,NASDAQ,普通株式,〇
MIRM,ミラム　ファーマシューティカルズ,医薬品,NASDAQ,普通株式,〇
MISL,ファースト　トラスト　Ｉｎｄｘｘ　航空宇宙　＆　防衛　ＥＴＦ,その他,NYSE_ARCA,ETF,〇
MIST,マイルストーンファーマシューティカルズ,医薬品,NASDAQ,普通株式,〇
MITK,マイテック　システムズ,精密機器,NASDAQ,普通株式,〇
MITQ,ムービング　イメージ　テクノロジーズ,精密機器,AMEX,普通株式,〇
MKC,マコーミック,食料品,NYSE,普通株式,〇
MKL,マーケル　グループ,保険業,NYSE,普通株式,〇
MKSI,ＭＫＳ,精密機器,NASDAQ,普通株式,〇
MKTW,マーケットワイズ,サービス業,NASDAQ,普通株式,〇
MKTX,マーケットアクセス　ホールディングス,証券、商品先物取引業,NASDAQ,普通株式,〇
MLAB,メサ　ラボラトリーズ,精密機器,NASDAQ,普通株式,〇
MLCO,メルコ　リゾーツ　＆　エンターテインメント　ＡＤＲ,サービス業,NASDAQ,ADR,〇
MLI,ミューラー　インダストリーズ,非鉄金属,NYSE,普通株式,〇
MLKN,ミラーノル,その他製品,NASDAQ,普通株式,〇
MLM,マーチン　マリエッタ　マテリアルズ,鉱業,NYSE,普通株式,〇
MLP,マウイ　ランド　＆　パイナップル,不動産業,NYSE,普通株式,〇
MLPA,グローバルＸ　ＭＬＰ　ＥＴＦ,その他,NYSE_ARCA,ETF,〇
MLR,ミラー　インダストリーズ,輸送用機器,NYSE,普通株式,〇
MLSS,マイルストーン　サイエンティフィック,精密機器,AMEX,普通株式,〇
MLYS,ミネラリス　セラピューティクス,医薬品,NASDAQ,普通株式,〇
MMI,マーカス　＆　ミリチャップ,不動産業,NYSE,普通株式,〇
MMM,スリーエム,精密機器,NYSE,普通株式,〇
MMS,マキシマス,サービス業,NYSE,普通株式,〇
MMSI,メリット　メディカル　システムズ,精密機器,NASDAQ,普通株式,〇
MMYT,メイクマイトリップ,倉庫・運輸関連業,NASDAQ,普通株式,〇
MNDO,マインドＣ．Ｔ．Ｉ．,サービス業,NASDAQ,普通株式,〇
MNDY,マンデイ　ドットコム,サービス業,NASDAQ,普通株式,〇
MNKD,マンカインド,医薬品,NASDAQ,普通株式,〇
MNOV,メディシノヴァ,医薬品,NASDAQ,普通株式,〇
MNPR,モノパー　セラピューティクス,医薬品,NASDAQ,普通株式,〇
MNRO,モンロ,サービス業,NASDAQ,普通株式,〇
MNSB,メインストリート　バンクシェアーズ,銀行業,NASDAQ,普通株式,〇
MNSO,ミニソーグル－プホールディングＡＤＲ,小売業,NYSE,ADR,〇
MNST,モンスター　ビバレッジ,食料品,NASDAQ,普通株式,〇
MNTK,モントーク　リニューアブルス,電気・ガス業,NASDAQ,普通株式,〇
MNTS,モメンタス,輸送用機器,NASDAQ,普通株式,〇
MNY,マネーヒーロー,サービス業,NASDAQ,普通株式,〇
MO,アルトリア　グループ,食料品,NYSE,普通株式,〇
MOB,モビリコム,輸送用機器,NASDAQ,ADR,〇
MOD,モディーン　マニュファクチャリング,輸送用機器,NYSE,普通株式,〇
MODD,モジュラー　メディカル,精密機器,NASDAQ,普通株式,〇
MOG.A,ムーグ　Ａ,機械,NYSE,普通株式,〇
MOGU,モグＡＤＲ,サービス業,NYSE,ADR,〇
MOH,モリーナ　ヘルスケア,保険業,NYSE,普通株式,〇
MOLN,モレキュラーパートナーズＡＤＲ,医薬品,NASDAQ,ADR,〇
MOMO,ハロー　グループ　ＡＤＲ,サービス業,NASDAQ,ADR,〇
MOO,ヴァンエック　アグリビジネス　ＥＴＦ,その他,NYSE_ARCA,ETF,〇
MORN,モーニングスター,証券、商品先物取引業,NASDAQ,普通株式,〇
MOS,モザイク,化学,NYSE,普通株式,〇
MOV,モバード　グループ,精密機器,NYSE,普通株式,〇
MOVE,コーベックス,精密機器,NASDAQ,普通株式,〇
MP,ＭＰ　マテリアルズ　,鉱業,NYSE,普通株式,〇
MPAA,モーターカー　パーツ　オブ　アメリカ,輸送用機器,NASDAQ,普通株式,〇
MPB,ミッド　ペン　バンコープ,銀行業,NASDAQ,普通株式,〇
MPC,マラソン　ペトロレアム,石油・石炭製品,NYSE,普通株式,〇
MPTI,Ｍ－トロン　インダストリーズ,精密機器,AMEX,普通株式,〇
MPU,メガ　マトリックス,サービス業,AMEX,普通株式,〇
MPWR,モノリシック　パワー　システムズ,精密機器,NASDAQ,普通株式,〇
MPX,マリーン　プロダクツ,輸送用機器,NYSE,普通株式,〇
MQ,マルケタ,サービス業,NASDAQ,普通株式,〇
MRAL,グラナイトシェアーズ　２倍ロング　ＭＡＲＡ　デイリー　ＥＴＦ,その他,NASDAQ,ETF,
MRAM,エバースピン　テクノロジーズ,精密機器,NASDAQ,普通株式,〇
MRBK,メリディアン,銀行業,NASDAQ,普通株式,〇
MRCY,マーキュリー　システムズ,精密機器,NASDAQ,普通株式,〇
MRDN,メリディアン　ホールディングス,サービス業,NASDAQ,普通株式,〇
MREO,メレオ　バイオファーマ　ＡＤＲ,医薬品,NASDAQ,ADR,〇
MRK,メルク,医薬品,NYSE,普通株式,〇
MRKR,マーカー　セラピューティクス,医薬品,NASDAQ,普通株式,〇
MRNA,モデルナ,医薬品,NASDAQ,普通株式,〇
MRNO,ムラノグローバルインベストメンツ,サービス業,NASDAQ,普通株式,〇
MRSH,マーシュ,保険業,NYSE,普通株式,〇
MRT,マルティ　テクノロジーズ,サービス業,AMEX,普通株式,〇
MRTN,マーテン　トランスポート,陸運業,NASDAQ,普通株式,〇
MRVI,マラバイ　ライフサイエンシズ　ホールデイングス,医薬品,NASDAQ,普通株式,〇
MRVL,マーベル　テクノロジー　グループ,精密機器,NASDAQ,普通株式,〇
MRX,マレックス　グループ,証券、商品先物取引業,NASDAQ,普通株式,〇
MS,モルガン　スタンレー,証券、商品先物取引業,NYSE,普通株式,〇
MSA,ＭＳＡ　セーフティー,精密機器,NYSE,普通株式,〇
MSAI,マルチセンサー　ＡＩ　ホールディングス,精密機器,NASDAQ,普通株式,〇
MSBI,ミッドランド　ステーツ　バンコープ,銀行業,NASDAQ,普通株式,〇
MSC,スタジオ　シティ　インターナショナル　ホールディングス　ＡＤＲ,サービス業,NYSE,ADR,〇
MSCI,ＭＳＣＩ,サービス業,NYSE,普通株式,〇
MSDD,グラナイトシェアーズ　２倍ショート　ＭＳＴＲデイリーＥＴＦ,その他,NASDAQ,ETF,
MSEX,ミドルセックス　ウォーター,電気・ガス業,NASDAQ,普通株式,〇
MSFD,Ｄｉｒｅｘｉｏｎ　デイリー　ＭＳＦＴ　ベア１倍　ＥＴＦ,その他,NASDAQ,ETF,
MSFL,グラナイトシェアーズ　２倍ロング　ＭＳＦＴ　デイリー　ＥＴＦ,その他,NASDAQ,ETF,
MSFT,マイクロソフト,サービス業,NASDAQ,普通株式,〇
MSFU,Ｄｉｒｅｘｉｏｎ　デイリー　ＭＳＦＴ　ブル２倍　ＥＴＦ,その他,NASDAQ,ETF,
MSGE,マディソン　スクエア　ガーデン　エンターテインメント,サービス業,NYSE,普通株式,〇
MSGM,モータースポーツ　ゲームズ,サービス業,NASDAQ,普通株式,〇
MSGS,マディソン　スクエア　ガーデン　スポーツ,サービス業,NYSE,普通株式,〇
MSI,モトローラ　ソリューションズ,精密機器,NYSE,普通株式,〇
MSII,ＲＥＸ　ＭＳＴＲ　グロース＆インカム　ＥＴＦ,その他,CBOE,ETF,
MSM,ＭＳＣ　インダストリアル　ダイレクト,卸売業,NYSE,普通株式,〇
MSS,メゾン　ソリューションズ,小売業,NASDAQ,普通株式,〇
MSTP,グラナイトシェアーズ　２倍ロング　ＭＳＴＲデイリーＥＴＦ,その他,NASDAQ,ETF,
MSTR,ストラテジー,サービス業,NASDAQ,普通株式,〇
MSTU,Ｔ－ＲＥＸ２倍ロングＭＳＴＲデイリーターゲットＥＴＦ,その他,CBOE,ETF,
MSW,ミン・シン・グループ・ホールディングス,建設業,NASDAQ,普通株式,〇
MT,アルセロールミタル　ＮＹＲＳ,鉄鋼,NYSE,ADR,〇
MTB,Ｍ＆Ｔバンク,銀行業,NYSE,普通株式,〇
MTC,ＭＭテック,サービス業,NASDAQ,普通株式,〇
MTCH,マッチ　グループ,サービス業,NASDAQ,普通株式,〇
